feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,target
-2.2945297204010395,-0.03792494846595528,-4.462652801058247,1.8592131468188393,-1.5527213532678412,-0.7985548857550627,1.0281535389110315,1.8255041510099623,-1.822024454966516,0.9100982913606974,1.994420435473983,0.0428132289852019,3.4968613087289273,-2.857076619141364,2.46611295938691,-0.4714237466536287,-0.9815955954606645,0.42840463462233674,2.3871428129294583,-0.8024829990914596,0
0.99873004072063,-1.3828183509847196,3.188471555379039,1.6959314946031647,-0.4745060724253436,1.9616549924231568,0.1417295509651495,0.7466949890834587,-3.0328225077095206,-3.114328860672803,-0.30254754129897765,-0.6416007226066123,-0.5645642860752289,0.8722864881916332,0.7330147667560848,0.3724646623811733,-0.4832185605783337,0.0946350205064749,6.4330616833415055,-1.2205382767984732,0
-1.2936904092256607,-0.7391648688740154,-6.224759730599457,-0.6240728878062827,-0.3832809781226889,-3.2268440320594447,0.4163604311877468,0.07256792228562477,-2.437010779562841,-0.6211635867464962,0.18640660611676343,0.07738246879451616,1.7028897047978941,-0.8197449408131103,2.3532402409639728,-1.0750784394777502,0.7543639891399756,-0.3209103373272019,0.1983998436644035,1.111765626869326,0
-0.6002298291943254,-0.9078450433316221,-2.4041230773633147,1.6162202487781339,3.927735580429221,-3.634756133299498,0.8384358877476443,0.5537253048204165,-1.0710106100454968,-0.11305236669350938,1.7053813193185097,3.925805830875562,2.205393328645094,-2.763260134904294,1.171128043621335,1.087786777902081,-2.102344397957115,-2.5368924326036337,1.2864065614438471,-1.1400720423481805,0
0.222122993421498,1.6283132897348673,-0.11913326711381945,-0.45979995440131716,-2.9656236176582986,-4.618720521157961,-0.23164588376985143,-1.1649335808681789,-2.0331253373367195,-1.4544930346380176,-0.9075085462433092,-0.46069106968292517,0.973572264245871,-5.2948993701058376,-3.052165179504703,0.885088333722163,3.025173365089292,-0.08641898160713267,7.320795098621811,-5.124495158358283,0
-0.4937121858838563,-0.3604410383815723,-3.394249208375701,-0.753837572652478,-2.0727797427997423,-0.7637393919850246,-0.34184963972787563,-0.6597440551130305,-4.367963439527081,-1.9590903851964643,-0.17955364066955,0.8513593780886848,-0.9551164417299045,-3.0278836621924996,0.2557072592223153,-0.2832361306730929,0.45545749160193916,-1.1760759911877816,5.1377130558464446,-0.4531084716371344,0
1.07847087281032,1.1881891794045236,-2.878288532163296,0.041294717121752346,4.682899168681367,-2.164047021581552,-1.9654866296708045,0.8723111773948989,-1.2015473287092489,-1.2527767070900162,0.11342502325308793,-2.913962993582819,2.548500929316396,-1.1886195634690706,-0.5669230748099474,-0.6619920067030988,0.8873627787142049,0.08402519786837148,-0.47099283337284187,1.6159877449426414,0
-0.8620502092693433,-0.2914770692332988,2.018510118859426,1.7166970405767537,-0.6783178270821328,-2.435721938163014,2.5003099616257933,0.22956245806864164,1.0378661078590636,0.11341088544256617,-1.0387852810856977,3.312220998362038,2.9452268006605737,-2.7892729085036883,1.5659961548334116,-1.0090368108519723,-2.004006206394221,-0.16427471990543807,3.994985439571535,-4.311989170974449,0
-0.857771094012321,-0.08159615409321512,-2.3246114367270025,-3.297475808929952,-0.4805650618208066,-2.992098108368179,0.16302487808472177,-0.07251833140925998,-1.572600552486672,-0.5183895033731147,-1.0465268931450382,4.0325417698669765,0.8109318761501552,-1.1127483325150644,2.093564880699114,-0.7175433488172406,-1.8358858727268978,0.6248136576156537,2.173285907960799,-0.6085222668255581,0
-0.5225597378870818,-0.49968191117407734,1.0056647297982346,0.2914623870315585,0.4905303202201724,-2.438314697429292,0.750918868541346,-0.18418019101761457,-0.11643145331208038,-0.22365718374416588,1.0343624817983799,2.8755473825015425,0.91682092084314,-0.437389118306149,-0.03825943570177692,-0.2033747223950941,-1.981534191218672,-0.3527242543691933,1.93538284184462,-0.7481933184857957,0
